symbol	ensembl_id
RPS15AP36	ENSG00000213013
VN2R17P	ENSG00000213014
ENSG00000213016	ENSG00000213016
PABPN1P1	ENSG00000213018
COX20P1	ENSG00000213025
CFL1P4	ENSG00000213026
KIAA1191P3	ENSG00000213028
NDUFA3P3	ENSG00000213032
AURKAP1	ENSG00000213033
RPL23AP80	ENSG00000213035
ENSG00000213036	ENSG00000213036
RPL17P8	ENSG00000213041
ENSG00000213045	ENSG00000213045
EEF1A1P32	ENSG00000213046
OR5S1P	ENSG00000213048
HNRNPA1P34	ENSG00000213049
TPM3P1	ENSG00000213050
RPL5P5	ENSG00000213051
EEF1B2P7	ENSG00000213055
ENSG00000213058	ENSG00000213058
ENSG00000213060	ENSG00000213060
PFN1P11	ENSG00000213061
RPL29P7	ENSG00000213063
ENSG00000213065	ENSG00000213065
ENSG00000213067	ENSG00000213067
ENSG00000213068	ENSG00000213068
KRT8P40	ENSG00000213069
HMGB3P6	ENSG00000213070
CHP1P2	ENSG00000213073
RPL31P11	ENSG00000213075
ENSG00000213076	ENSG00000213076
ENSG00000213078	ENSG00000213078
ENSG00000213080	ENSG00000213080
ARPC1BP1	ENSG00000213081
PPP1R14BP2	ENSG00000213082
VPS26CP1	ENSG00000213083
ENSG00000213087	ENSG00000213087
PDCL3P5	ENSG00000213089
SCYL2P1	ENSG00000213090
PHB1P1	ENSG00000213091
KRT18P68	ENSG00000213100
NPM1P46	ENSG00000213104
AHCYP5	ENSG00000213107
BTF3L4P3	ENSG00000213108
RPL7AP37	ENSG00000213109
RNF11P1	ENSG00000213110
COX5BP2	ENSG00000213111
TUBB8P8	ENSG00000213113
ENSG00000213115	ENSG00000213115
MEMO1P2	ENSG00000213117
CHCHD2P4	ENSG00000213118
LIN28AP1	ENSG00000213120
RPL23AP46	ENSG00000213122
TXNL4AP1	ENSG00000213126
RPL32P31	ENSG00000213128
EEF1DP5	ENSG00000213130
YWHAZP4	ENSG00000213131
PPP1R14BP5	ENSG00000213133
ARF1P2	ENSG00000213137
ELK2AP	ENSG00000213140
ENSG00000213144	ENSG00000213144
RPL23AP60	ENSG00000213147
JPT1P1	ENSG00000213148
CNN2P9	ENSG00000213149
ENSG00000213150	ENSG00000213150
RPL7AP60	ENSG00000213152
ENSG00000213153	ENSG00000213153
ZCCHC10P1	ENSG00000213155
RPL32P10	ENSG00000213157
GAPDHP36	ENSG00000213158
CEND1P1	ENSG00000213159
RPL8P4	ENSG00000213169
SAR1AP2	ENSG00000213170
ENSG00000213172	ENSG00000213172
RPL28P1	ENSG00000213174
RPL13P6	ENSG00000213176
PRDX2P4	ENSG00000213177
RPL22P1	ENSG00000213178
RPL17P41	ENSG00000213179
RPL36AP48	ENSG00000213180
OR10N1P	ENSG00000213181
OR10D5P	ENSG00000213182
RPS7P8	ENSG00000213183
SAE1P1	ENSG00000213184
COPS5P1	ENSG00000213187
YBX1P4	ENSG00000213188
BTF3L4P2	ENSG00000213189
CDK7P1	ENSG00000213194
NUDCP1	ENSG00000213197
FABP5P10	ENSG00000213201
STRADBP1	ENSG00000213205
ENSG00000213209	ENSG00000213209
RPL32P17	ENSG00000213210
KRT18P64	ENSG00000213211
NCLP1	ENSG00000213212
ENSG00000213216	ENSG00000213216
TOMM40P4	ENSG00000213222
NOC2LP1	ENSG00000213225
ENSG00000213226	ENSG00000213226
RPL12P38	ENSG00000213228
PPP1R2P10	ENSG00000213232
RPL23AP62	ENSG00000213233
ST13P10	ENSG00000213234
EEF1A1P16	ENSG00000213235
YWHAZP2	ENSG00000213236
PTMAP10	ENSG00000213237
ENSG00000213238	ENSG00000213238
NPM1P32	ENSG00000213239
H3P4	ENSG00000213244
ENSG00000213247	ENSG00000213247
RBMS2P1	ENSG00000213250
ENSG00000213252	ENSG00000213252
RPL12P42	ENSG00000213253
YWHAZP5	ENSG00000213260
EEF1B2P6	ENSG00000213261
VDAC2P3	ENSG00000213262
NIP7P2	ENSG00000213264
RPS6P26	ENSG00000213269
RPL6P25	ENSG00000213270
RPL7AP9	ENSG00000213272
IFITM9P	ENSG00000213275
MARCKSL1P1	ENSG00000213277
ENSG00000213280	ENSG00000213280
RPL23AP45	ENSG00000213285
ENSG00000213287	ENSG00000213287
PGK1P2	ENSG00000213290
RPL31P39	ENSG00000213291
RPL28P5	ENSG00000213293
RPL22P10	ENSG00000213295
ENSG00000213296	ENSG00000213296
HNRNPA3P6	ENSG00000213300
HMGB3P11	ENSG00000213301
RPL31P37	ENSG00000213302
RPS12P32	ENSG00000213303
RPL18AP13	ENSG00000213304
HNRNPCP6	ENSG00000213305
RPL18P11	ENSG00000213307
RPL9P18	ENSG00000213309
CYCSP19	ENSG00000213310
RPL7AP34	ENSG00000213312
ENSG00000213315	ENSG00000213315
ENSG00000213318	ENSG00000213318
RPS7P11	ENSG00000213326
ENSG00000213328	ENSG00000213328
ENSG00000213331	ENSG00000213331
SLC25A5P6	ENSG00000213332
NPM1P50	ENSG00000213333
CLNS1AP1	ENSG00000213335
ATF4P1	ENSG00000213338
RPL21P18	ENSG00000213343
PCNPP3	ENSG00000213344
GAPDHP44	ENSG00000213352
CNN2P8	ENSG00000213355
NAA50P2	ENSG00000213358
RPL36P12	ENSG00000213361
FTH1P12	ENSG00000213362
RPS3P6	ENSG00000213363
ENSG00000213365	ENSG00000213365
ST13P11	ENSG00000213368
RANP6	ENSG00000213370
NAP1L1P3	ENSG00000213371
GAPDHP71	ENSG00000213376
PP1P	ENSG00000213383
EIF4E2P1	ENSG00000213384
RPL7AP39	ENSG00000213385
ENSG00000213386	ENSG00000213386
ENSG00000213393	ENSG00000213393
RPSAP46	ENSG00000213394
RPS2P17	ENSG00000213399
RPL12P18	ENSG00000213400
CISD1P1	ENSG00000213403
ANXA2P1	ENSG00000213406
C1QBPP2	ENSG00000213409
RBM22P2	ENSG00000213411
HNRNPA1P33	ENSG00000213412
ENSG00000213414	ENSG00000213414
RPL7AP17	ENSG00000213421
RBMX2P2	ENSG00000213423
HSPD1P1	ENSG00000213430
ABRAXAS1P1	ENSG00000213431
RPL17P34	ENSG00000213432
RPLP1P6	ENSG00000213433
VTI1BP2	ENSG00000213434
ATP6V0CP3	ENSG00000213435
YBX2P1	ENSG00000213438
OR5AC1	ENSG00000213439
H2AZP1	ENSG00000213440
RPL18AP3	ENSG00000213442
NPM1P7	ENSG00000213443
RPS23P2	ENSG00000213448
GAPDHP28	ENSG00000213449
VDAC1P7	ENSG00000213450
OR6C69P	ENSG00000213451
AKR1B1P2	ENSG00000213452
FTH1P3	ENSG00000213453
PPIAP82	ENSG00000213455
RPL32P15	ENSG00000213461
HMGB1P37	ENSG00000213467
RPL31P51	ENSG00000213470
CFL1P2	ENSG00000213478
KIAA1191P1	ENSG00000213480
NDUFAF4P2	ENSG00000213483
EIF4A1P8	ENSG00000213484
ENSG00000213486	ENSG00000213486
ASS1P4	ENSG00000213487
ENSG00000213488	ENSG00000213488
FBLIM1P1	ENSG00000213489
NT5C3AP1	ENSG00000213492
ACTN4P1	ENSG00000213493
RPL26P13	ENSG00000213495
TPT1P13	ENSG00000213498
LAP3P2	ENSG00000213500
PPIAP16	ENSG00000213509
IMPDH1P5	ENSG00000213513
ENSG00000213514	ENSG00000213514
RPL36P7	ENSG00000213519
RAC1P5	ENSG00000213522
FAM32CP	ENSG00000213525
SETP8	ENSG00000213526
ENSG00000213527	ENSG00000213527
RPL32P22	ENSG00000213529
MTHFD2P5	ENSG00000213530
GNG5P1	ENSG00000213536
KRT8P41	ENSG00000213538
YBX1P6	ENSG00000213539
TXN2P1	ENSG00000213540
RPL7AP43	ENSG00000213542
RARRES2P2	ENSG00000213543
VN1R64P	ENSG00000213547
PPIAP81	ENSG00000213548
ENSG00000213549	ENSG00000213549
RPLP0P6	ENSG00000213553
ENSG00000213556	ENSG00000213556
RPL31P43	ENSG00000213557
HMGN2P32	ENSG00000213558
HNRNPA1P64	ENSG00000213559
ENSG00000213560	ENSG00000213560
ENSG00000213561	ENSG00000213561
HNRNPA1P13	ENSG00000213568
GTF3C6P2	ENSG00000213569
LDHAP5	ENSG00000213574
RPL29P5	ENSG00000213579
ENSG00000213587	ENSG00000213587
ENSG00000213590	ENSG00000213590
PPIAP42	ENSG00000213592
GAPDHP25	ENSG00000213594
RPL31P4	ENSG00000213598
SLX1A-SULT1A3	ENSG00000213599
KRT18P19	ENSG00000213601
NAA50P1	ENSG00000213604
ENSG00000213605	ENSG00000213605
AKR1B10P1	ENSG00000213606
OR4A45P	ENSG00000213607
SLC25A14P1	ENSG00000213608
RPL7AP50	ENSG00000213609
FAM220CP	ENSG00000213612
RPL11P3	ENSG00000213613
RPL21P70	ENSG00000213620
RPSAP54	ENSG00000213621
BOLA3P3	ENSG00000213630
EEF1DP4	ENSG00000213640
RPL7AP4	ENSG00000213641
ENSG00000213642	ENSG00000213642
VN1R37P	ENSG00000213643
SAPCD2P1	ENSG00000213644
SLC25A1P3	ENSG00000213645
ENSG00000213650	ENSG00000213650
HMGB3P30	ENSG00000213652
RPL22P22	ENSG00000213653
ENSG00000213655	ENSG00000213655
RPL31P44	ENSG00000213657
RSU1P3	ENSG00000213659
ENSG00000213661	ENSG00000213661
RPL21P58	ENSG00000213663
RPS16P8	ENSG00000213664
PGGT1BP1	ENSG00000213667
RPL21P86	ENSG00000213669
OLA1P2	ENSG00000213671
SLC25A5P3	ENSG00000213673
SNRPA1P2	ENSG00000213683
LDHBP2	ENSG00000213684
ENSG00000213690	ENSG00000213690
SEC14L1P1	ENSG00000213693
RPS7P14	ENSG00000213695
CTBP2P6	ENSG00000213697
CAPZA1P3	ENSG00000213698
RPL17P50	ENSG00000213700
SETP22	ENSG00000213701
RPL13AP9	ENSG00000213703
EEF1A1P15	ENSG00000213704
RHOG2P	ENSG00000213706
HMGB1P10	ENSG00000213707
SLC16A14P1	ENSG00000213708
PHB1P7	ENSG00000213711
PIGCP1	ENSG00000213713
FABP5P5	ENSG00000213716
ENSG00000213717	ENSG00000213717
HMGN2P30	ENSG00000213721
PRDX2P2	ENSG00000213724
RPS2P52	ENSG00000213726
SSBP3P3	ENSG00000213727
RPS16P2	ENSG00000213729
POLD2P1	ENSG00000213730
RAB5CP1	ENSG00000213731
ANAPC10P1	ENSG00000213735
BRI3P2	ENSG00000213736
PPIAP68	ENSG00000213739
SERBP1P1	ENSG00000213740
RPS10P14	ENSG00000213744
WASHC3P1	ENSG00000213747
ENSG00000213750	ENSG00000213750
ENSG00000213752	ENSG00000213752
CENPBD2P	ENSG00000213753
KPNA4P1	ENSG00000213754
RPL29P15	ENSG00000213755
RPS3AP20	ENSG00000213757
MT1P1	ENSG00000213761
ACTBP2	ENSG00000213763
FAM210CP	ENSG00000213770
KRT8P37	ENSG00000213771
EIF1P7	ENSG00000213772
ENSG00000213774	ENSG00000213774
ENSG00000213777	ENSG00000213777
HNRNPA1P32	ENSG00000213778
RPL29P21	ENSG00000213779
PSMC1P2	ENSG00000213781
RPL35P4	ENSG00000213783
AKR1B1P3	ENSG00000213785
NHP2P2	ENSG00000213786
RPL7AP38	ENSG00000213787
OLA1P1	ENSG00000213790
ENSG00000213791	ENSG00000213791
RPL7AP41	ENSG00000213798
ZNF321P	ENSG00000213801
CNN2P4	ENSG00000213816
RPL13P2	ENSG00000213820
CFL1P5	ENSG00000213830
TMX2P1	ENSG00000213839
SUGT1P2	ENSG00000213842
RPL31P18	ENSG00000213849
ENSG00000213851	ENSG00000213851
CNN2P6	ENSG00000213854
VDAC1P2	ENSG00000213856
ACTBP15	ENSG00000213857
RPL21P75	ENSG00000213860
RPL7AP62	ENSG00000213862
EEF1B2P2	ENSG00000213864
YBX1P10	ENSG00000213866
ENSG00000213867	ENSG00000213867
TAF9BP1	ENSG00000213871
RPL32P11	ENSG00000213872
PPIAP86	ENSG00000213873
ENSG00000213875	ENSG00000213875
RPL7AP64	ENSG00000213876
CFL1P7	ENSG00000213877
RPL7AP7	ENSG00000213880
NPM1P6	ENSG00000213881
CYB5AP4	ENSG00000213882
RPL13AP7	ENSG00000213885
RPL3P6	ENSG00000213891
RPL31P8	ENSG00000213896
RPS17P1	ENSG00000213900
CYP2A7P1	ENSG00000213908
OR2G1P	ENSG00000213911
RPL13P	ENSG00000213916
RPL5P8	ENSG00000213917
HNRNPH1P2	ENSG00000213924
NPM1P33	ENSG00000213925
MSRB1P1	ENSG00000213926
RPL22P16	ENSG00000213935
SEPHS1P6	ENSG00000213938
ENSG00000213939	ENSG00000213939
RPL13AP13	ENSG00000213940
RPL31P10	ENSG00000213942
KRT18P17	ENSG00000213943
DNAJB1P1	ENSG00000213946
RPS10P2	ENSG00000213950
ATP5PDP3	ENSG00000213954
ENSG00000213956	ENSG00000213956
KRT18P29	ENSG00000213958
ENSG00000213959	ENSG00000213959
API5P2	ENSG00000213962
CHCHD4P4	ENSG00000213964
ENSG00000213970	ENSG00000213970
HNRNPA3P17	ENSG00000213972
ENSG00000213976	ENSG00000213976
RPL7AP14	ENSG00000213979
ACTR2P2	ENSG00000213985
RPL36AP9	ENSG00000213987
PGAM1P7	ENSG00000213997
ATP5PBP3	ENSG00000214003
PCNAP3	ENSG00000214009
KRT18P38	ENSG00000214012
RPL32P23	ENSG00000214015
RPSAP61	ENSG00000214016
RRM2P3	ENSG00000214018
RBM39P1	ENSG00000214019
FTLP4	ENSG00000214020
RPL23AP29	ENSG00000214024
ATP5PBP4	ENSG00000214025
ARPC3P5	ENSG00000214027
CLDN7P1	ENSG00000214031
ENSG00000214035	ENSG00000214035
PGAM1P4	ENSG00000214041
IMPDH1P2	ENSG00000214045
RPS11P7	ENSG00000214047
ARF4P3	ENSG00000214051
RPL7P17	ENSG00000214062
RPL6P5	ENSG00000214064
ENSG00000214067	ENSG00000214067
MANEALP1	ENSG00000214070
FTH1P29	ENSG00000214071
RPL21P17	ENSG00000214073
RPL23AP39	ENSG00000214074
CPSF1P1	ENSG00000214076
GNAQP1	ENSG00000214077
RPL9P21	ENSG00000214089
RPS18P14	ENSG00000214093
TPT1P5	ENSG00000214108
LDHAP4	ENSG00000214110
PAFAH1B2P1	ENSG00000214111
PRDX1P1	ENSG00000214121
SNRPEP9	ENSG00000214124
SNRPNP2	ENSG00000214125
ENSG00000214132	ENSG00000214132
SDHAP4	ENSG00000214135
ACTN4P2	ENSG00000214141
RPL7P60	ENSG00000214142
ENSG00000214144	ENSG00000214144
ENAHP1	ENSG00000214147
SDC4P	ENSG00000214161
PLEKHM1P1	ENSG00000214176
PPIAP23	ENSG00000214178
PTMAP5	ENSG00000214182
XPOTP1	ENSG00000214185
RNF152P1	ENSG00000214190
UBE2V1P2	ENSG00000214192
HMGN2P31	ENSG00000214195
TTC41P	ENSG00000214198
EEF1A1P12	ENSG00000214199
TPM3P2	ENSG00000214200
RPS4XP1	ENSG00000214203
HNRNPA1P43	ENSG00000214204
KRT18P10	ENSG00000214207
NGRNP1	ENSG00000214210
CTAGE14P	ENSG00000214211
TUBBP2	ENSG00000214222
HNRNPA1P10	ENSG00000214223
ENSG00000214243	ENSG00000214243
SETP21	ENSG00000214244
PUDPP3	ENSG00000214245
CTAGE11P	ENSG00000214249
AZGP1P2	ENSG00000214252
ENSG00000214254	ENSG00000214254
RPS2P6	ENSG00000214255
RPL10AP12	ENSG00000214259
ANKRD36BP1	ENSG00000214262
RPSAP53	ENSG00000214263
KCTD9P4	ENSG00000214264
STARP1	ENSG00000214266
RPS3AP33	ENSG00000214268
LGMNP1	ENSG00000214269
AGGF1P1	ENSG00000214273
ENSG00000214278	ENSG00000214278
DTWD1P1	ENSG00000214280
HMGN2P39	ENSG00000214281
KRT8P14	ENSG00000214282
RAD51AP1P1	ENSG00000214283
PDCL3P3	ENSG00000214286
HMGB3P13	ENSG00000214288
RPL39P5	ENSG00000214289
FOXO1B	ENSG00000214295
ALDOAP2	ENSG00000214297
MRPS21P6	ENSG00000214298
MAF1P1	ENSG00000214301
ATP5MC1P6	ENSG00000214318
CXADRP1	ENSG00000214319
CBX1P4	ENSG00000214321
CBX1P2	ENSG00000214322
RPL31P1	ENSG00000214326
SLC9B1P2	ENSG00000214329
ABCD1P5	ENSG00000214330
CTAGE16P	ENSG00000214335
ATP5PBP2	ENSG00000214342
OR1X5P	ENSG00000214351
PAFAH1B1P1	ENSG00000214354
RPL18P10	ENSG00000214359
RPS3AP36	ENSG00000214362
EIF4EP5	ENSG00000214366
CYB5AP2	ENSG00000214369
RPLP2P1	ENSG00000214374
NFYBP1	ENSG00000214380
RPS3AP26	ENSG00000214389
TUBAP2	ENSG00000214391
RAP1BP2	ENSG00000214405
KRT18P13	ENSG00000214417
FAM149B1P1	ENSG00000214424
LRRC37A4P	ENSG00000214425
NPM1P10	ENSG00000214428
CYCSP6	ENSG00000214429
GOLGA2P8	ENSG00000214433
NIFKP1	ENSG00000214434
FAM185BP	ENSG00000214439
RCN1P2	ENSG00000214455
RPL7P29	ENSG00000214457
TPT1P6	ENSG00000214460
SMARCE1P6	ENSG00000214465
RPSAP28	ENSG00000214484
RPL7P1	ENSG00000214485
OR7E148P	ENSG00000214487
ENSG00000214525	ENSG00000214525
RPS10P30	ENSG00000214526
KRT18P33	ENSG00000214533
RPS15AP1	ENSG00000214535
RPS4XP3	ENSG00000214541
GTF2IRD2P1	ENSG00000214544
SDHCP2	ENSG00000214549
COPS8P2	ENSG00000214552
ZC3H11C	ENSG00000214558
RPL21P41	ENSG00000214560
RBBP4P4	ENSG00000214561
GAPDHP15	ENSG00000214563
HMGN2P15	ENSG00000214578
ZNF971P	ENSG00000214581
PGGT1BP2	ENSG00000214584
ENSG00000214593	ENSG00000214593
CTBP2P5	ENSG00000214602
NPM1P36	ENSG00000214604
ADAM24P	ENSG00000214607
RPS19P1	ENSG00000214612
POLR3DP1	ENSG00000214626
NDUFB5P2	ENSG00000214628
RPSAP6	ENSG00000214629
RPS15AP20	ENSG00000214641
COMMD4P1	ENSG00000214646
ENSG00000214651	ENSG00000214651
HNRNPA3P3	ENSG00000214653
RPLP1P5	ENSG00000214657
KRT8P26	ENSG00000214659
SLC29A4P2	ENSG00000214660
SLC29A4P1	ENSG00000214668
C14orf119P1	ENSG00000214669
RPL6P12	ENSG00000214671
RPL9P16	ENSG00000214676
ANKRD49P4	ENSG00000214684
NPAP1P2	ENSG00000214695
COMMD4P2	ENSG00000214702
KRT18P49	ENSG00000214720
RPL5P35	ENSG00000214727
MRPS5P3	ENSG00000214743
GOT2P6	ENSG00000214745
ENSG00000214748	ENSG00000214748
SRSF8CP	ENSG00000214754
RPL36AP2	ENSG00000214759
RPL21P1	ENSG00000214760
HNRNPA1P15	ENSG00000214761
SEPTIN7P2	ENSG00000214765
ENSG00000214776	ENSG00000214776
RPS3AP21	ENSG00000214784
ENSG00000214788	ENSG00000214788
KRT18P42	ENSG00000214794
TUBA5P	ENSG00000214796
NPM1P31	ENSG00000214807
CYCSP55	ENSG00000214810
ARL8BP2	ENSG00000214812
IMPDH1P3	ENSG00000214815
MPRIPP1	ENSG00000214820
HMGB1P4	ENSG00000214821
NXT1P1	ENSG00000214823
EI24P3	ENSG00000214825
DDX12P	ENSG00000214826
UPF3AP2	ENSG00000214832
RPL23AP6	ENSG00000214835
ZFYVE9P2	ENSG00000214843
ENSG00000214846	ENSG00000214846
PPIAP79	ENSG00000214853
KRT16P1	ENSG00000214856
SEM1P1	ENSG00000214857
SRSF9P1	ENSG00000214867
TPM3P4	ENSG00000214869
MED28P1	ENSG00000214875
RPL5P31	ENSG00000214878
OR7E5P	ENSG00000214880
TMEM14DP	ENSG00000214881
ENSG00000214883	ENSG00000214883
FAM177A1P1	ENSG00000214886
RPS9P1	ENSG00000214889
ENSG00000214890	ENSG00000214890
USP8P1	ENSG00000214892
RPSAP55	ENSG00000214896
RPS15AP3	ENSG00000214903
DUTP8	ENSG00000214904
ENSG00000214908	ENSG00000214908
RPL23AP3	ENSG00000214914
ENSG00000214917	ENSG00000214917
RPL36AP52	ENSG00000214925
KRT8P6	ENSG00000214930
NT5DC1P2	ENSG00000214961
CHCHD3P3	ENSG00000214973
PPIAP29	ENSG00000214975
VDAC2P1	ENSG00000214976
ENSG00000214980	ENSG00000214980
RPL7AP26	ENSG00000214988
AKAP17BP	ENSG00000214992
CCNB2P1	ENSG00000214998
GAPDHP77	ENSG00000215000
RPL23AP59	ENSG00000215002
RPL15P20	ENSG00000215003
MESTP4	ENSG00000215004
HSPD1P7	ENSG00000215005
CHCHD2P2	ENSG00000215006
DNAJA1P3	ENSG00000215007
RPL24P7	ENSG00000215016
RPL13P12	ENSG00000215030
GNL3LP1	ENSG00000215032
DSTNP4	ENSG00000215034
FDPSP5	ENSG00000215035
VENTXP2	ENSG00000215037
GLULP6	ENSG00000215043
PRDX2P1	ENSG00000215049
HNRNPCP10	ENSG00000215054
PKMP5	ENSG00000215057
RPL21P2	ENSG00000215063
DUSP8P1	ENSG00000215065
XRCC6P5	ENSG00000215070
GTF3C6P1	ENSG00000215085
NPM1P24	ENSG00000215086
RPS5P3	ENSG00000215088
KRT18P11	ENSG00000215089
EEF1A1P29	ENSG00000215093
ENSG00000215094	ENSG00000215094
IFITM8P	ENSG00000215096
ENSG00000215097	ENSG00000215097
TERF1P4	ENSG00000215102
TTC3P1	ENSG00000215105
UGT2B25P	ENSG00000215110
SOCS6P1	ENSG00000215120
AMD1P4	ENSG00000215124
SYT14P1	ENSG00000215127
ENSG00000215146	ENSG00000215146
KRT18P32	ENSG00000215149
ABCD1P2	ENSG00000215151
ENSG00000215154	ENSG00000215154
ENSG00000215156	ENSG00000215156
GUSBP18	ENSG00000215158
OR7E122P	ENSG00000215160
TCEA1P3	ENSG00000215165
ATXN7L3P1	ENSG00000215168
MAPK6P4	ENSG00000215179
RPS12P16	ENSG00000215184
PGAM4P1	ENSG00000215197
ENSG00000215198	ENSG00000215198
YWHAZP6	ENSG00000215199
KRT18P60	ENSG00000215208
RBMXP2	ENSG00000215210
UBA52P6	ENSG00000215221
CYP51A1P3	ENSG00000215223
NUTF2P5	ENSG00000215227
RPL7P33	ENSG00000215236
ENSG00000215237	ENSG00000215237
ENSG00000215263	ENSG00000215263
RPL10AP3	ENSG00000215264
AKR1C7P	ENSG00000215267
USP10P3	ENSG00000215268
TOMM40P2	ENSG00000215270
RPS7P6	ENSG00000215278
HMGB3P24	ENSG00000215283
CHMP5P1	ENSG00000215284
SRSF6P1	ENSG00000215286
ENSG00000215288	ENSG00000215288
TMCO5B	ENSG00000215296
ENSG00000215297	ENSG00000215297
ENSG00000215304	ENSG00000215304
ENSG00000215310	ENSG00000215310
NPM1P12	ENSG00000215311
RPL6P30	ENSG00000215313
THUMPD1P1	ENSG00000215317
EIF5P1	ENSG00000215319
ASS1P10	ENSG00000215325
GPX1P2	ENSG00000215326
KRT18P23	ENSG00000215333
ZNF705CP	ENSG00000215339
SLC25A5P1	ENSG00000215347
MRPL3P1	ENSG00000215349
PPIAP1	ENSG00000215351
C1QBPP1	ENSG00000215353
FAM90A24	ENSG00000215354
HSPD1P8	ENSG00000215357
TMED11P	ENSG00000215367
BOD1P2	ENSG00000215368
RPL37P3	ENSG00000215369
DEFB108C	ENSG00000215371
FAM90A5	ENSG00000215373
DEFT1P	ENSG00000215378
ENSG00000215380	ENSG00000215380
RPL29P6	ENSG00000215381
ACTG1P3	ENSG00000215388
ENSG00000215398	ENSG00000215398
HMGB3P7	ENSG00000215399
ENSG00000215409	ENSG00000215409
PSMA6P1	ENSG00000215414
PEX12P1	ENSG00000215418
CTAGE12P	ENSG00000215441
RPL29P35	ENSG00000215444
SRMP1	ENSG00000215448
RPS2P54	ENSG00000215450
ZNF663P	ENSG00000215452
BCRP4	ENSG00000215456
RPS8P3	ENSG00000215457
RPS10P29	ENSG00000215464
RPL27AP	ENSG00000215467
RCN1P1	ENSG00000215477
CES5AP1	ENSG00000215478
OR7E37P	ENSG00000215480
CALM2P3	ENSG00000215482
ARL2BPP3	ENSG00000215486
HNRNPA1P7	ENSG00000215492
KLHL12P1	ENSG00000215493
TPTE2P4	ENSG00000215506
RBMY2DP	ENSG00000215507
ENSG00000215512	ENSG00000215512
IFIT1P1	ENSG00000215515
RPS4XP4	ENSG00000215520
ZNF736P11Y	ENSG00000215537
RBMY2CP	ENSG00000215540
BCRP7	ENSG00000215544
DKKL1P1	ENSG00000215546
FRG1JP	ENSG00000215548
KRT18P3	ENSG00000215553
ANKRD20A11P	ENSG00000215559
CNN2P7	ENSG00000215562
ENSG00000215567	ENSG00000215567
GRK6P1	ENSG00000215571
ESRRAP1	ENSG00000215572
ASS1P6	ENSG00000215583
SRSF10P2	ENSG00000215586
KANK1P1	ENSG00000215589
TSPY24P	ENSG00000215601
ZNF92P1Y	ENSG00000215603
ZNF962P	ENSG00000215604
KRT18P35	ENSG00000215606
GUSBP9	ENSG00000215630
MFFP1	ENSG00000215720
MRPL20P1	ENSG00000215734
TAF9BP2	ENSG00000215760
ENSG00000215765	ENSG00000215765
ARHGAP27P1-BPTFP1-KPNA2P3	ENSG00000215769
LRRC37A14P	ENSG00000215771
CFL1P6	ENSG00000215785
ENSG00000215795	ENSG00000215795
ENSG00000215796	ENSG00000215796
RSL24D1P4	ENSG00000215800
RFKP1	ENSG00000215802
ENSG00000215805	ENSG00000215805
KRT18P65	ENSG00000215807
BTNL10P	ENSG00000215811
ZNF847P	ENSG00000215812
KRT18P12	ENSG00000215819
QRSL1P1	ENSG00000215833
ENSG00000215835	ENSG00000215835
SDHAP2	ENSG00000215837
ENSG00000215838	ENSG00000215838
ENSG00000215840	ENSG00000215840
MPTX1	ENSG00000215846
ENSG00000215861	ENSG00000215861
NBPF7P	ENSG00000215864
KRT18P57	ENSG00000215867
THAP3P1	ENSG00000215869
ENSG00000215871	ENSG00000215871
FEN1P1	ENSG00000215873
CAPNS1P1	ENSG00000215874
ST13P20	ENSG00000215875
MARCKSL1P2	ENSG00000215878
ZNF859P	ENSG00000215887
RPL23AP17	ENSG00000215893
HSPA5P1	ENSG00000215895
EEF1A1P46	ENSG00000215899
SELENOWP1	ENSG00000215900
RPL36P5	ENSG00000215905
CROCCP2	ENSG00000215908
BRWD1P1	ENSG00000215909
MMP23A	ENSG00000215914
MIR942	ENSG00000215930
MIR190B	ENSG00000215938
MIR873	ENSG00000215939
MIR892A	ENSG00000215943
MIR921	ENSG00000215952
MIR300	ENSG00000215957
MIR297	ENSG00000215961
MIR876	ENSG00000215966
MIR933	ENSG00000215973
MIR208B	ENSG00000215991
MIR450B	ENSG00000216001
MIR888	ENSG00000216005
MIR874	ENSG00000216009
MIR298	ENSG00000216031
MIR938	ENSG00000216035
MIR891A	ENSG00000216056
MIR944	ENSG00000216058
MIR934	ENSG00000216060
MIR891B	ENSG00000216064
MIR875	ENSG00000216069
MIR890	ENSG00000216075
MIR887	ENSG00000216077
MIR892B	ENSG00000216098
MIR889	ENSG00000216099
MIR877	ENSG00000216101
MIR885	ENSG00000216135
MIR941-2	ENSG00000216141
MIR513C	ENSG00000216171
MIR541	ENSG00000216179
MIR8485	ENSG00000216191
MIR920	ENSG00000216192
MIR941-4	ENSG00000216195
FABP12P1	ENSG00000216265
ENSG00000216285	ENSG00000216285
KRT19P2	ENSG00000216306
NAA40P1	ENSG00000216307
RPL13AP15	ENSG00000216316
ENSG00000216324	ENSG00000216324
H1-12P	ENSG00000216331
RPL10P10	ENSG00000216347
ENSG00000216352	ENSG00000216352
ENSG00000216359	ENSG00000216359
ENSG00000216360	ENSG00000216360
MRPL42P2	ENSG00000216364
RPL37P15	ENSG00000216365
RPL7AP36	ENSG00000216368
ENSG00000216378	ENSG00000216378
RPL12P2	ENSG00000216412
PIMREGP2	ENSG00000216425
H2AC2P	ENSG00000216436
DUTP5	ENSG00000216439
RAET1M	ENSG00000216444
RPSAP43	ENSG00000216471
